cpu,memory,disk,network_in,network_out,label
28.16,46.63,55.41,24.48,259.55,0
41.28,58.45,48.21,538.09,532.13,0
42.75,18.01,47.91,52.74,500.04,0
35.93,61.82,28.84,2005.25,321.96,0
23.78,48.98,50.69,766.65,755.3,0
49.68,40.89,30.1,793.37,166.5,0
95.93,43.69,39.23,1078.19,180.13,1
29.22,21.01,47.81,687.0,401.23,0
43.38,39.59,32.23,139.68,674.96,0
26.52,43.59,42.51,936.37,4.4,0
6.72,42.0,27.27,829.2,661.26,0
51.16,58.76,39.75,79.86,135.54,0
25.38,41.51,39.01,788.33,562.81,0
30.62,61.53,54.44,180.34,1284.92,0
41.07,38.36,37.21,1015.26,280.51,0
51.27,26.97,61.17,1016.29,350.6,0
72.48,46.22,48.27,32.77,132.88,0
41.1,47.49,36.46,1121.37,21.31,0
43.74,41.38,44.39,121.88,396.46,0
49.69,32.69,47.83,669.24,365.4,0
61.8,47.34,35.94,365.27,2000.0,0
71.15,46.61,35.7,939.32,90.62,0
75.0,44.27,39.54,683.15,373.27,0
40.51,39.49,40.69,693.68,101.86,0
94.78,32.7,45.36,256.42,1859.72,1
44.37,57.86,34.77,319.95,41.56,0
41.23,30.71,22.29,197.89,2.41,0
53.43,29.34,48.7,738.28,659.37,0
57.2,42.62,35.11,884.74,471.3,0
43.12,14.92,35.03,776.43,363.23,0
44.07,48.57,40.55,257.65,438.43,0
32.12,41.12,33.87,9.15,114.14,0
29.94,65.32,16.75,2257.84,581.75,0
94.47,53.42,32.7,326.83,613.31,1
25.43,29.21,26.71,2731.81,217.62,0
68.67,38.05,55.35,798.1,59.41,0
45.04,32.18,53.67,210.3,998.38,0
7.02,17.23,41.03,1057.73,1965.48,0
50.3,27.88,37.45,185.84,801.35,0
23.62,45.68,40.55,845.5,149.63,0
42.11,51.95,27.82,274.22,297.91,0
59.92,50.27,33.58,1067.74,288.13,0
31.27,24.06,32.75,522.66,19.99,0
25.51,42.28,48.61,2541.98,152.85,0
33.27,34.99,45.28,629.48,126.89,0
32.23,32.17,55.67,504.38,25.77,0
49.88,37.16,32.89,2476.51,267.27,0
55.9,34.01,33.52,169.6,210.19,0
61.98,44.31,55.45,1126.32,243.57,0
34.42,50.66,46.74,353.75,1358.26,0
25.5,49.77,29.23,174.93,137.71,0
28.32,57.26,35.79,15.35,93.57,0
27.27,59.32,40.24,653.41,51.89,0
31.59,37.5,40.81,1072.73,474.79,0
47.96,42.14,30.42,707.21,18.35,0
8.87,58.89,33.63,629.33,0.5,0
5.0,42.68,28.15,36.72,916.1,0
49.93,42.58,33.6,160.78,522.41,0
46.29,39.13,28.63,315.16,283.07,0
15.53,40.37,47.84,343.59,402.8,0
30.21,19.16,44.93,1866.24,867.86,0
56.61,57.87,60.02,1707.05,517.71,0
46.38,59.84,54.61,163.65,195.99,0
33.14,50.14,45.93,166.41,387.18,0
44.94,98.12,43.04,85.57,125.51,1
53.74,47.8,45.62,559.23,386.89,0
43.01,30.31,35.56,582.75,220.99,0
43.25,64.12,61.57,1203.86,604.0,0
48.76,36.15,31.62,119.66,1591.47,0
86.23,92.25,91.62,7741.82,2151.74,1
54.37,53.18,49.01,1601.0,457.14,0
43.49,40.19,40.51,345.51,504.96,0
42.23,37.3,34.3,1410.88,702.69,0
72.55,47.26,36.81,3804.84,182.03,0
64.98,40.41,61.78,379.07,699.24,0
51.33,26.77,49.66,0.8,53.71,0
39.85,35.66,45.88,1722.54,5.55,0
54.74,61.94,30.0,43.63,761.59,0
75.0,37.57,29.67,888.18,185.4,0
75.0,45.09,47.61,1530.32,296.22,0
33.77,35.77,26.45,752.93,208.03,0
40.02,64.29,46.1,1387.88,1214.82,0
48.47,30.68,23.46,257.51,11.64,0
75.0,47.47,39.95,242.77,192.18,0
25.72,36.51,52.37,276.22,42.5,0
22.29,45.28,38.64,439.8,53.32,0
38.26,34.13,53.47,1051.3,320.29,0
74.62,46.76,48.21,365.26,479.91,0
91.87,54.39,47.55,34.61,168.58,1
19.6,42.89,31.65,252.35,336.62,0
30.99,60.46,22.95,435.09,117.79,0
36.14,25.39,33.97,317.59,31.55,0
58.67,35.69,35.57,2069.75,54.66,0
56.87,47.43,37.61,104.27,222.0,0
29.62,58.99,47.93,1337.5,819.79,0
59.26,52.42,36.77,141.37,933.13,0
75.0,33.22,36.8,43.12,192.2,0
42.68,41.73,47.0,148.57,316.35,0
56.55,39.89,24.82,445.27,219.12,0
72.0,64.43,41.21,404.07,227.11,0
36.4,60.06,23.62,952.3,265.08,0
18.87,37.75,52.72,420.95,46.17,0
36.36,44.81,32.75,153.09,305.44,0
19.51,59.15,38.03,705.05,93.35,0
33.69,52.79,51.76,159.61,475.44,0
47.09,21.69,48.09,92.99,194.74,0
60.5,39.0,30.47,755.19,301.67,0
36.61,36.18,46.04,1022.0,682.35,0
33.01,54.72,28.18,403.04,251.94,0
67.7,65.07,50.81,151.6,185.8,0
28.24,59.85,43.2,297.73,366.03,0
42.8,22.52,34.73,980.87,117.21,0
18.27,45.36,42.67,154.09,219.68,0
65.26,56.45,34.94,1231.35,308.5,0
50.29,33.04,36.07,834.21,24.28,0
42.94,43.26,24.3,620.0,253.83,0
19.21,55.75,37.72,169.5,22.29,0
18.79,46.68,53.66,764.63,1052.17,0
43.05,45.44,46.12,333.49,77.03,0
59.37,44.55,48.62,2136.98,251.13,0
24.15,53.82,55.99,1906.69,94.23,0
72.18,61.44,36.17,170.7,406.84,0
31.0,29.85,43.92,1114.51,359.39,0
36.69,50.22,46.25,75.46,279.22,0
31.74,41.29,31.95,223.12,1515.27,0
21.64,50.97,39.21,11.53,277.86,0
45.16,41.25,33.17,56.52,237.94,0
65.15,38.6,34.78,101.05,827.81,0
44.24,41.09,27.92,614.34,59.15,0
29.77,51.23,35.77,317.02,279.19,0
11.38,32.09,39.19,1619.5,617.08,0
42.15,44.18,34.18,1032.16,73.15,0
43.72,36.31,27.33,171.58,919.05,0
37.03,41.11,26.2,341.74,122.94,0
43.48,50.05,17.74,492.92,186.45,0
38.12,30.87,38.43,1427.45,724.32,0
36.63,36.35,42.52,2792.72,1094.25,0
49.53,25.97,32.63,289.58,1027.01,0
18.89,29.17,25.23,735.23,234.89,0
23.16,42.28,42.41,79.26,275.87,0
44.94,30.91,45.09,1560.23,397.53,0
25.9,66.22,29.49,22.03,356.75,0
54.24,24.42,47.75,1239.01,321.55,0
51.37,51.51,65.0,472.11,225.5,0
36.16,46.72,38.53,260.27,281.91,0
27.59,41.7,41.22,4000.0,343.71,0
43.98,47.83,46.73,685.98,118.59,0
55.11,41.1,48.76,469.83,677.41,0
32.56,26.64,37.75,770.02,209.73,0
48.8,50.68,34.28,254.57,236.71,0
55.32,49.89,51.73,234.17,127.62,0
51.49,49.69,54.52,14.36,277.44,0
28.45,52.71,39.04,1678.45,391.44,0
47.7,38.34,47.21,371.67,2000.0,0
45.36,60.87,41.03,999.32,205.87,0
44.53,35.19,25.16,324.47,405.38,0
28.46,55.47,33.53,1244.56,270.33,0
52.46,59.23,43.99,342.28,39.26,0
59.55,36.48,37.06,984.72,38.81,0
52.52,43.5,44.35,183.42,630.71,0
35.93,42.79,46.83,1456.58,538.55,0
50.77,60.72,34.76,786.1,135.27,0
40.68,47.31,16.02,17.74,730.2,0
52.89,69.43,53.73,562.87,28.8,0
47.5,37.8,28.77,2435.12,1592.74,0
52.28,57.63,55.9,605.98,256.21,0
41.85,30.17,30.58,1601.98,442.15,0
51.97,37.79,55.58,285.62,408.46,0
60.53,52.87,45.07,439.28,129.12,0
39.2,44.66,39.03,844.43,587.55,0
31.75,49.09,48.26,51.23,29.93,0
24.24,37.16,31.58,1309.93,239.61,0
41.39,57.66,38.78,1405.28,435.15,0
32.69,45.91,42.74,754.26,205.78,0
41.02,46.54,62.08,623.05,426.44,0
38.41,37.23,46.14,451.43,12.93,0
19.81,46.72,38.32,1629.27,195.06,0
50.67,21.02,52.37,244.62,2000.0,0
36.86,52.46,47.68,1098.39,371.04,0
34.44,62.74,39.07,281.16,5.6,0
30.14,59.33,36.96,172.78,599.72,0
24.96,55.74,65.0,840.23,243.32,0
44.8,56.49,33.84,2869.89,263.62,0
44.98,57.58,43.71,1192.49,379.17,0
52.61,44.22,19.62,840.25,327.23,0
30.63,48.67,48.58,851.96,3.42,0
42.64,32.19,37.32,4000.0,128.39,0
54.27,47.29,44.59,4000.0,115.73,0
46.15,42.01,45.14,942.73,129.13,0
50.22,37.29,25.45,289.16,437.43,0
43.65,50.0,41.89,1835.87,20.59,0
46.86,29.24,44.0,300.24,141.31,0
29.17,37.44,47.57,1088.5,1695.58,0
17.99,61.24,49.9,1072.83,635.3,0
54.07,33.42,42.56,99.91,2000.0,0
39.27,35.45,36.39,65.23,82.84,0
28.97,42.35,38.79,690.28,357.29,0
53.51,57.89,15.0,852.36,291.19,0
20.03,37.61,32.71,255.8,1323.72,0
31.74,43.18,33.76,1844.79,290.32,0
30.66,18.39,45.79,507.37,178.77,0
50.52,49.87,31.66,419.49,565.76,0
50.07,40.6,41.83,1415.03,89.49,0
37.78,22.37,45.21,851.31,12.35,0
39.78,43.84,32.85,230.29,375.78,0
30.83,57.61,42.53,1577.42,957.46,0
5.0,30.87,28.38,203.64,688.66,0
5.0,39.81,37.27,1135.51,606.63,0
18.32,50.36,43.62,177.88,95.5,0
47.47,51.58,42.35,927.42,99.41,0
26.17,61.66,57.85,1489.25,224.35,0
35.35,42.35,23.31,140.04,303.69,0
32.69,47.83,41.7,373.1,808.13,0
50.08,47.38,18.39,1855.57,2000.0,0
35.75,21.82,43.28,1331.09,128.61,0
21.59,38.15,28.18,58.62,210.54,0
47.18,35.95,39.19,1112.47,199.35,0
52.61,53.23,58.31,935.63,241.94,0
55.8,43.73,37.22,691.05,231.9,0
58.0,16.38,38.41,3159.89,81.68,0
38.19,62.15,40.44,319.31,17.73,0
41.17,49.44,56.78,227.02,196.26,0
43.13,70.0,36.96,183.22,1231.34,0
47.56,31.7,51.86,199.43,59.88,0
63.66,49.87,45.5,51.39,54.52,0
35.24,45.25,51.96,433.31,57.52,0
60.46,40.7,39.58,33.03,338.82,0
58.2,40.16,47.08,53.54,490.33,0
61.73,68.67,40.62,328.83,701.51,0
10.6,36.76,36.87,770.58,48.06,0
33.31,50.36,30.32,143.02,196.55,0
11.8,56.98,25.18,370.53,310.62,0
39.28,49.71,45.37,1626.04,26.58,0
25.82,49.53,50.69,1024.65,364.21,0
51.32,38.11,27.12,125.71,191.28,0
62.93,50.9,36.98,980.37,222.54,0
63.85,46.8,44.89,173.82,863.4,0
39.68,41.37,41.71,659.32,116.17,0
42.95,49.6,59.86,1.67,1313.67,0
18.72,42.26,16.17,705.45,37.43,0
14.96,36.05,35.89,636.66,182.28,0
28.69,31.46,34.87,212.48,164.33,0
5.0,42.18,54.22,672.52,136.58,0
34.72,45.72,49.46,587.98,346.69,0
39.88,91.13,38.88,265.66,228.71,1
96.83,60.82,17.7,207.66,729.45,1
54.93,41.29,52.09,200.83,416.05,0
37.31,47.62,29.45,260.58,108.36,0
53.16,45.49,38.21,223.25,331.13,0
35.06,42.42,46.88,883.7,1251.11,0
42.89,33.23,48.51,743.39,369.46,0
40.67,68.08,40.27,78.53,461.25,0
40.36,31.81,43.67,1350.97,86.22,0
45.83,42.1,47.36,209.28,321.69,0
34.1,46.23,43.67,1214.17,699.06,0
50.17,69.69,44.79,94.64,346.55,0
38.41,44.88,49.07,311.27,41.05,0
57.16,45.19,37.31,715.43,101.04,0
47.71,45.38,44.92,53.97,98.26,0
30.9,43.3,39.18,795.56,394.39,0
52.11,28.63,44.31,333.68,395.34,0
56.0,28.21,39.7,1049.99,55.51,0
23.8,57.4,19.07,159.38,88.63,0
42.67,30.21,27.53,1695.01,142.05,0
52.98,89.48,40.17,222.66,551.05,1
49.85,31.44,52.12,2049.84,44.87,0
49.72,23.45,34.03,1828.37,87.02,0
23.93,61.31,34.48,617.68,425.99,0
15.15,62.83,44.44,396.84,1009.7,0
49.05,49.25,36.73,812.61,104.44,0
32.04,38.22,33.69,1755.35,893.03,0
45.14,51.24,33.7,1923.14,496.01,0
28.55,41.12,37.1,114.82,36.73,0
64.84,56.93,20.21,825.95,437.79,0
12.98,57.83,28.96,1576.3,409.9,0
49.29,38.95,23.63,338.75,48.39,0
30.82,55.47,25.69,2143.33,37.56,0
47.51,58.96,32.82,993.73,4.51,0
39.42,40.73,50.75,389.76,1136.47,0
75.0,36.54,53.12,760.23,212.54,0
30.97,45.99,41.86,440.87,349.36,0
34.97,70.0,32.3,827.83,241.35,0
40.28,18.5,35.65,19.67,193.02,0
31.46,40.64,45.71,388.32,836.97,0
49.18,41.74,29.04,571.33,303.69,0
35.21,63.47,21.34,557.83,74.12,0
58.59,36.6,32.96,513.52,304.13,0
52.42,36.1,36.31,1064.31,507.19,0
73.47,61.07,26.85,127.65,169.53,0
49.1,57.26,46.82,320.69,341.75,0
45.84,31.15,46.06,102.6,196.49,0
42.76,35.0,55.95,885.0,485.62,0
24.68,59.72,46.87,2443.03,147.9,0
28.35,46.89,48.53,757.36,242.37,0
33.32,37.84,28.85,623.09,863.64,0
88.34,30.02,40.02,676.76,47.81,1
54.63,54.08,34.11,134.67,233.73,0
48.55,58.98,30.22,562.36,824.71,0
28.7,54.06,37.2,1379.3,82.34,0
54.38,16.75,33.19,1345.86,503.74,0
40.28,93.92,36.86,935.37,520.75,1
50.23,27.25,48.66,241.56,23.79,0
31.81,92.67,35.82,7.7,472.95,1
43.88,18.57,40.22,1096.23,19.44,0
53.31,45.27,32.47,56.45,759.98,0
27.58,43.43,39.48,690.51,387.15,0
64.37,47.25,42.26,546.3,727.04,0
5.0,22.92,40.13,481.44,412.18,0
31.56,43.03,55.78,2954.78,168.74,0
22.93,10.0,56.69,1615.63,246.05,0
24.36,59.2,36.82,1998.16,228.23,0
44.26,56.05,50.44,1695.26,70.08,0
40.51,42.29,28.12,1675.63,431.99,0
23.64,38.68,43.37,1711.01,983.92,0
46.45,41.0,39.67,543.91,184.16,0
33.05,64.18,49.22,390.94,462.74,0
29.43,38.75,37.9,634.7,52.34,0
10.37,28.05,49.14,2.89,82.38,0
16.35,49.75,43.73,490.09,712.66,0
27.24,52.19,24.9,901.15,324.05,0
43.33,17.35,34.25,1105.87,881.95,0
56.92,47.79,37.53,399.67,225.67,0
90.9,83.81,84.75,7217.77,4839.52,1
26.68,41.98,41.26,311.61,67.07,0
35.07,16.59,41.11,520.41,203.44,0
47.29,44.38,50.02,874.42,326.05,0
92.44,83.2,90.24,5140.23,2636.68,1
21.83,37.46,38.43,230.75,140.91,0
22.33,52.7,40.38,68.29,24.13,0
50.64,28.49,42.92,744.66,144.22,0
37.79,48.54,49.76,224.97,1001.43,0
29.03,50.52,33.33,390.83,165.77,0
46.13,39.49,38.09,1085.5,94.2,0
38.28,22.29,37.28,429.95,1613.64,0
42.96,56.58,38.54,1500.64,716.56,0
26.23,89.67,34.98,2014.19,593.67,1
43.87,48.92,39.22,1973.02,416.05,0
16.65,40.88,45.88,1013.83,461.06,0
9.41,37.59,50.28,618.91,653.61,0
34.21,42.62,47.54,265.33,293.16,0
31.16,27.05,31.2,731.43,374.12,0
21.01,88.57,43.02,1904.28,163.57,1
51.73,46.48,51.18,769.7,127.85,0
54.14,52.68,42.46,217.67,103.28,0
47.58,33.21,39.21,201.6,37.99,0
47.82,63.24,30.09,135.62,124.99,0
57.83,49.57,28.65,46.29,189.3,0
75.0,37.66,41.88,168.81,1063.67,0
57.71,70.0,44.31,899.27,290.45,0
52.38,56.61,50.75,981.98,146.26,0
44.83,56.66,59.01,1179.93,44.01,0
95.93,48.84,45.82,623.14,526.57,1
46.15,70.0,16.64,1260.08,32.84,0
41.93,49.49,42.25,130.6,227.14,0
31.54,54.25,28.73,269.94,110.29,0
40.02,48.23,20.48,1230.04,29.25,0
24.4,61.53,31.3,355.9,12.36,0
17.03,23.47,36.79,14.82,201.11,0
48.08,43.11,39.52,1390.5,156.4,0
65.43,45.4,47.27,72.8,369.77,0
26.85,52.02,35.27,92.81,61.4,0
18.46,70.0,36.1,4000.0,160.23,0
22.0,56.66,56.22,1037.08,198.63,0
47.15,51.01,38.76,594.22,10.93,0
42.95,34.9,42.15,727.3,1920.4,0
25.09,46.73,59.44,7.95,36.57,0
33.86,43.44,48.1,883.55,715.05,0
12.95,34.63,40.72,1021.04,167.05,0
51.14,44.62,61.84,1043.81,86.67,0
28.05,24.95,44.48,574.47,115.0,0
75.0,44.88,32.23,358.03,226.77,0
64.98,37.46,35.88,1167.7,1280.01,0
36.73,41.73,40.99,1149.8,1439.89,0
5.0,47.42,31.25,363.1,173.94,0
46.33,38.43,43.95,2449.77,710.75,0
87.81,89.76,81.9,6657.0,4315.92,1
28.34,51.48,35.3,234.84,306.16,0
37.05,59.0,41.15,363.14,188.2,0
56.1,60.03,56.25,605.1,389.99,0
26.23,19.3,44.28,959.81,153.42,0
42.8,41.4,40.4,1504.06,11.27,0
20.08,64.49,46.19,111.03,93.13,0
44.33,67.67,47.91,3509.07,481.31,0
90.01,99.65,93.81,7165.45,4348.91,1
21.51,39.19,36.76,7.98,541.04,0
50.43,50.39,38.36,1085.0,626.53,0
53.77,24.25,47.64,37.18,19.73,0
75.0,38.87,41.82,4000.0,900.9,0
96.4,88.53,86.24,6669.4,2487.77,1
65.05,34.8,36.74,127.31,723.21,0
31.2,27.7,57.38,914.75,197.36,0
46.6,65.08,42.48,52.18,9.23,0
20.1,42.03,38.3,340.75,412.03,0
30.24,65.12,35.82,341.48,103.16,0
50.55,23.78,25.53,1485.56,513.51,0
63.69,43.69,36.28,1195.09,365.36,0
48.73,44.1,15.0,856.52,166.92,0
53.04,52.3,32.81,130.93,686.59,0
40.84,35.27,49.31,1275.61,164.9,0
23.39,20.98,33.24,1367.66,489.46,0
26.52,36.61,15.09,711.6,105.08,0
45.19,96.0,38.2,1063.86,10.97,1
14.66,64.21,27.09,1046.68,395.15,0
16.08,30.75,39.37,1804.16,695.32,0
25.3,37.89,49.92,1156.89,304.72,0
33.09,20.11,44.51,979.45,32.27,0
96.83,46.16,30.29,127.23,438.67,1
96.31,97.66,95.34,7431.77,4326.32,1
25.15,58.72,24.87,3386.68,1278.07,0
47.45,70.0,45.62,224.96,766.18,0
36.49,92.11,55.48,69.15,581.92,1
57.54,44.87,24.59,314.72,10.89,0
5.0,55.73,46.46,1616.55,51.33,0
42.14,91.55,46.77,693.98,507.5,1
16.27,54.0,21.74,1374.61,474.7,0
25.74,49.81,31.29,704.66,113.47,0
46.19,40.83,34.72,62.89,443.96,0
51.38,51.05,30.35,1149.06,378.05,0
44.69,64.97,18.06,1543.07,493.64,0
40.05,43.64,34.85,842.53,548.3,0
47.97,53.24,47.36,1466.63,88.94,0
34.1,31.52,44.64,4000.0,127.62,0
32.55,64.4,37.07,1557.8,61.43,0
49.43,24.04,50.65,4000.0,431.54,0
48.35,60.33,38.52,214.71,190.22,0
93.48,65.43,57.59,59.3,849.32,1
43.77,43.08,33.95,376.4,328.73,0
43.94,93.08,46.98,1174.81,10.48,1
46.87,39.53,20.2,3634.86,1666.29,0
39.46,41.26,47.64,8.76,248.59,0
59.35,36.62,32.58,568.76,2.23,0
27.76,29.72,49.1,486.12,1537.52,0
32.58,42.92,38.32,2829.37,668.45,0
53.56,24.33,19.13,487.97,469.33,0
25.32,48.88,45.07,366.01,46.29,0
54.92,35.29,47.52,1322.73,2.37,0
43.66,59.93,15.08,1916.0,327.22,0
32.81,41.34,41.4,128.65,70.0,0
34.31,42.4,37.84,1071.66,635.13,0
19.65,23.9,52.56,1843.8,71.97,0
75.0,39.77,49.45,1950.65,700.89,0
34.42,58.44,31.8,746.51,89.86,0
43.48,38.65,25.92,654.97,102.09,0
25.67,50.41,37.54,2966.96,834.3,0
67.83,65.2,49.03,418.23,630.73,0
41.13,48.57,22.62,276.45,1099.14,0
26.15,44.46,43.25,426.92,135.78,0
18.14,39.95,42.32,3965.49,14.22,0
62.99,29.0,48.69,3217.93,54.12,0
17.74,26.2,31.5,2702.41,174.4,0
62.36,41.54,51.0,1831.52,256.92,0
40.39,46.24,44.46,536.42,522.1,0
58.27,32.99,28.31,1192.83,530.82,0
47.1,40.57,27.23,590.92,362.42,0
57.84,58.08,30.41,950.76,1014.62,0
43.94,68.44,39.88,2511.23,114.3,0
27.21,30.61,48.89,1258.29,365.0,0
47.83,53.96,22.68,1945.57,597.04,0
44.62,52.27,61.43,2421.96,332.95,0
19.67,39.77,31.33,1915.38,530.3,0
27.42,55.32,43.27,120.09,610.34,0
12.53,40.88,35.88,5.56,178.97,0
59.53,44.71,48.51,697.23,643.81,0
96.24,50.82,43.31,48.41,863.4,1
30.51,36.79,22.11,247.46,133.07,0
51.74,64.05,35.97,928.7,79.67,0
32.35,25.5,34.13,2576.27,66.13,0
44.05,58.59,42.41,3385.88,108.58,0
5.0,30.94,55.36,784.69,574.35,0
38.01,62.55,51.26,3162.97,370.54,0
62.82,28.32,27.75,340.84,638.88,0
32.05,56.71,30.11,214.48,80.78,0
62.44,45.45,33.28,945.76,54.77,0
50.36,43.55,41.72,1002.43,101.86,0
30.74,53.78,29.55,730.06,779.55,0
46.9,44.15,31.89,975.65,210.94,0
42.32,39.43,45.72,517.09,474.93,0
53.79,49.38,38.34,1884.3,260.4,0
50.55,50.04,15.0,3565.72,546.96,0
51.08,50.99,41.24,2145.11,1261.66,0
61.79,55.38,19.8,459.21,1091.06,0
36.06,31.58,61.48,923.1,692.03,0
71.34,49.32,36.7,314.04,123.23,0
5.0,47.41,49.18,39.79,36.83,0
43.14,39.78,29.56,560.91,187.82,0
96.24,95.75,92.52,4429.16,4120.8,1
53.35,19.37,46.51,21.27,695.61,0
54.68,10.0,42.45,294.12,248.58,0
49.24,54.61,39.89,809.44,1211.53,0
39.51,37.4,34.58,71.76,237.35,0
26.99,49.79,51.1,691.09,58.12,0
21.12,44.52,32.75,139.0,253.4,0
54.88,27.71,40.35,1345.25,108.23,0
47.0,35.8,33.42,19.15,69.8,0
48.05,21.63,30.07,315.56,92.15,0
9.62,28.23,51.62,559.44,442.01,0
52.65,43.85,41.41,3.03,353.24,0
32.62,48.06,44.42,162.17,44.95,0
39.25,62.8,23.41,97.6,824.54,0
27.07,41.2,35.71,2250.51,96.49,0
22.05,51.69,31.61,333.31,1197.69,0
48.56,38.44,58.3,811.37,200.85,0
32.25,53.33,37.57,52.27,572.52,0
57.68,26.64,45.51,307.39,148.62,0
26.49,21.78,38.6,1220.47,285.16,0
36.05,34.49,42.02,357.14,54.95,0
27.94,53.56,53.62,655.89,312.1,0
63.42,27.93,47.57,1552.0,812.44,0
45.84,32.85,28.95,900.96,149.79,0
49.67,56.65,25.35,188.02,454.06,0
35.36,45.68,30.2,318.09,390.33,0
30.99,95.98,45.57,392.65,1032.16,1
45.51,28.17,45.09,1198.2,94.6,0
33.85,52.25,31.35,2135.94,2000.0,0
92.92,48.97,36.06,218.1,746.55,1
58.89,43.85,40.39,662.69,151.83,0
10.31,48.09,47.15,989.57,402.59,0
26.39,48.11,25.88,389.43,799.23,0
44.6,38.6,21.23,1825.84,1240.56,0
56.29,44.18,35.09,1542.54,162.68,0
38.57,42.18,32.0,73.38,892.42,0
38.09,34.37,28.75,201.41,1559.2,0
35.27,55.87,42.96,1853.7,17.73,0
31.15,44.84,22.54,552.21,247.26,0
21.44,47.19,27.35,275.06,1261.59,0
30.38,66.31,31.52,286.46,730.09,0
49.33,48.7,59.94,316.48,500.77,0
38.51,26.47,36.53,1070.34,193.43,0
74.48,31.62,24.26,1819.68,186.39,0
54.45,54.54,15.23,2546.01,573.04,0
23.15,54.92,39.3,726.5,1019.35,0
21.31,36.17,28.8,39.27,65.71,0
98.51,47.51,21.92,579.05,179.15,1
52.27,59.55,29.27,277.71,247.12,0
37.63,48.54,25.1,395.85,506.12,0
13.28,55.35,23.48,429.79,699.41,0
48.81,24.37,39.62,100.78,177.95,0
45.08,62.45,41.57,97.43,322.88,0
22.27,34.17,34.12,264.24,45.9,0
51.87,47.61,44.98,3396.1,49.33,0
39.79,41.83,47.01,476.98,1417.62,0
35.58,45.76,43.12,852.81,59.35,0
24.94,31.76,34.39,2229.96,313.33,0
36.27,61.01,45.35,140.64,328.88,0
42.35,50.5,46.97,388.02,699.2,0
72.32,60.66,61.12,887.19,223.07,0
55.46,30.4,28.96,562.66,188.16,0
25.12,50.48,39.48,120.8,510.01,0
21.17,50.45,41.4,482.83,293.07,0
34.99,45.66,27.57,890.98,134.37,0
34.41,20.67,43.36,98.52,298.2,0
39.09,52.9,38.18,241.62,9.26,0
19.87,49.66,52.66,666.02,137.33,0
17.12,37.79,33.55,1006.66,516.37,0
45.07,70.0,47.26,527.0,288.13,0
43.7,44.31,47.05,2110.1,203.91,0
16.25,47.11,47.97,2050.96,433.09,0
43.07,41.54,29.15,142.18,200.19,0
30.6,47.46,47.95,837.12,32.05,0
36.68,40.54,51.43,294.81,28.9,0
69.03,53.9,42.65,839.45,315.92,0
10.72,49.99,43.14,477.95,554.39,0
90.23,95.36,93.63,7549.71,2230.63,1
41.68,37.64,45.29,197.3,563.86,0
17.23,70.0,45.06,355.33,153.79,0
53.28,59.14,25.53,293.67,153.44,0
33.25,43.12,47.26,756.61,872.84,0
42.09,29.96,33.7,1834.04,189.88,0
19.78,35.8,40.26,502.27,327.55,0
45.28,45.3,50.26,685.25,70.23,0
56.44,34.64,32.59,494.58,216.04,0
58.54,49.64,51.12,108.82,1388.84,0
40.4,40.27,48.05,466.84,270.31,0
65.01,35.56,41.3,107.71,488.46,0
59.72,46.9,42.42,509.11,79.98,0
48.87,40.26,33.51,303.74,6.56,0
25.97,39.01,54.34,81.38,186.87,0
43.66,50.13,19.98,1570.2,87.2,0
61.79,37.95,25.11,4000.0,683.3,0
50.48,31.72,38.18,369.71,160.37,0
50.66,29.78,52.11,15.0,594.08,0
47.83,37.36,43.47,826.25,154.84,0
29.85,55.21,46.35,1185.7,440.48,0
88.98,55.75,40.81,778.93,120.13,1
20.6,34.87,44.82,659.87,526.8,0
19.01,49.0,48.67,361.04,102.53,0
56.59,64.07,32.01,210.84,1385.12,0
44.81,49.92,40.79,1734.6,383.3,0
52.01,52.06,34.77,2023.21,229.05,0
30.89,18.7,15.0,104.36,752.73,0
14.91,47.02,46.13,1211.79,1009.12,0
90.5,36.1,45.74,1833.11,9.97,1
27.64,40.39,31.09,549.74,2000.0,0
27.9,31.72,39.69,451.26,581.57,0
87.32,89.79,81.52,6008.79,4421.28,1
5.0,20.22,34.2,216.25,283.58,0
42.26,45.28,38.65,612.21,505.17,0
52.57,36.7,34.68,59.81,220.3,0
50.28,38.43,53.83,494.27,72.51,0
27.09,32.33,50.97,747.27,94.98,0
28.9,16.88,40.82,681.33,265.2,0
51.97,59.56,51.63,2181.37,4.4,0
39.08,34.94,38.4,2972.25,171.02,0
48.41,38.88,42.14,3380.57,491.79,0
36.8,39.68,45.08,385.3,231.86,0
40.68,67.74,47.67,1630.79,107.42,0
34.73,36.28,65.0,340.33,22.64,0
18.64,64.3,30.85,598.35,442.88,0
55.01,45.27,34.36,2466.62,288.85,0
47.78,35.23,45.43,1808.4,605.73,0
8.69,70.0,42.32,579.94,109.51,0
5.0,40.02,45.1,1091.84,218.38,0
40.61,63.99,39.54,1311.69,214.24,0
46.42,66.58,47.18,397.04,1608.78,0
43.12,46.12,29.44,645.1,117.81,0
54.67,46.83,36.48,1171.27,47.42,0
47.26,46.77,34.97,23.7,141.79,0
37.6,55.68,55.76,148.17,8.87,0
43.18,55.77,47.45,2471.96,328.62,0
46.01,64.52,38.11,3518.47,24.27,0
42.67,49.6,17.47,112.7,4.83,0
21.41,61.6,52.1,411.7,414.14,0
34.22,99.06,34.21,85.45,401.36,1
